id,srno,state,city,pm10,monitors-p10,readings-pm10,ideal-pm10,percent-pm10,pm25,monitors-pm25,readings-pm25,ideal-pm25,percent-pm25,year
1,1,Andhra Pradesh,Anantapur,85,1,106,104,102,,0,0,0,0,2016
2,2,Andhra Pradesh,Chitoor,62,2,214,208,103,,0,0,0,0,2016
3,3,Andhra Pradesh,Eluru,70,1,108,104,104,,0,0,0,0,2016
4,4,Andhra Pradesh,Guntur,88,1,101,104,97,,0,0,0,0,2016
5,5,Andhra Pradesh,Kadapa,68,1,108,104,104,,0,0,0,0,2016
6,6,Andhra Pradesh,Kurnool,69,1,108,104,104,,0,0,0,0,2016
7,7,Andhra Pradesh,Nellore,66,1,107,104,103,,0,0,0,0,2016
8,8,Andhra Pradesh,Ongole,65,1,98,104,94,,0,0,0,0,2016
9,9,Andhra Pradesh,Rajahmundry,64,1,102,104,98,,0,0,0,0,2016
10,10,Andhra Pradesh,Srikakulam,71,1,102,104,98,,0,0,0,0,2016
11,11,Andhra Pradesh,Vijaywada,102,3,297,312,95,,0,0,0,0,2016
12,12,Andhra Pradesh,Vishakhapatnam,77,8,855,832,103,,0,0,0,0,2016
13,13,Andhra Pradesh,Vizianagaram,85,1,97,104,93,,0,0,0,0,2016
14,14,Assam,Guwahati,105,6,1288,624,206,,0,0,0,0,2016
15,15,Assam,Nagaon,111,1,55,104,53,,0,0,0,0,2016
16,16,Assam,Nalbari,108,1,103,104,99,,0,0,0,0,2016
17,17,Assam,Sibsagar,75,2,191,208,92,,0,0,0,0,2016
18,18,Assam,Silchar,58,2,168,208,81,,0,0,0,0,2016
19,19,Bihar,Gaya,,0,0,0,0,,0,0,0,0,2016
20,20,Bihar,Muzaffarpur,,0,0,0,0,,0,0,0,0,2016
21,21,Bihar,Patna,212,2,201,208,97,,0,0,0,0,2016
22,22,Chandigarh,Chandigarh,105,5,659,520,127,123,5,68,520,13,2016
23,23,Chattisgarh,Durg-Bhillainagar,108,3,248,312,79,,0,0,0,0,2016
24,24,Chattisgarh,Korba,,0,0,0,0,,0,0,0,0,2016
25,25,Chattisgarh,Raipur,148,2,129,208,62,,0,0,0,0,2016
26,26,Delhi,Delhi,278,9,848,936,91,118,7,564,728,77,2016
27,27,Gujarat,Ahmedabad,108,8,719,832,86,34,8,719,832,86,2016
28,28,Gujarat,Rajkot,93,2,202,208,97,32,2,202,208,97,2016
29,29,Gujarat,Surat,92,3,278,312,89,31,3,278,312,89,2016
30,30,Gujarat,Vadodara,93,3,257,312,82,30,3,257,312,82,2016
31,31,Himachal Pradesh,Baddi,90,3,163,312,52,,0,0,0,0,2016
32,32,Himachal Pradesh,Damtal,85,2,271,208,130,,0,0,0,0,2016
33,33,Himachal Pradesh,Kala Amb,129,2,311,208,150,,0,0,0,0,2016
34,34,Himachal Pradesh,Nalagarh,108,1,113,104,109,,0,0,0,0,2016
35,35,Himachal Pradesh,Paonta Sahib,102,2,277,208,133,,0,0,0,0,2016
36,36,Himachal Pradesh,Parwanoo,70,2,276,208,133,,0,0,0,0,2016
37,37,Himachal Pradesh,Sunder Nagar,92,2,260,208,125,,0,0,0,0,2016
38,38,Jammu & Kashmir,Jammu,131,3,275,312,88,,0,0,0,0,2016
39,39,Jammu & Kashmir,Srinagar,,0,0,0,0,,0,0,0,0,2016
40,40,Jharkhand,Dhanbad,226,3,245,312,79,,0,0,0,0,2016
41,41,Jharkhand,Jamshedpur,136,2,123,208,59,,0,0,0,0,2016
42,42,Jharkhand,Ranchi,196,1,64,104,62,,0,0,0,0,2016
43,43,Karnataka,Bangalore,103,8,731,832,88,51,5,429,520,83,2016
44,44,Karnataka,Devanagere,94,3,157,312,50,,0,0,0,0,2016
45,45,Karnataka,Gulbarga,60,1,101,104,97,,0,0,0,0,2016
46,46,Karnataka,Hubli-Dharwad,84,2,208,208,100,36,2,161,208,77,2016
47,47,Madhya Pradesh,Bhopal,89,7,501,728,69,27,7,301,728,41,2016
48,48,Madhya Pradesh,Dewas,89,3,283,312,91,,0,0,0,0,2016
49,49,Madhya Pradesh,Gwalior,96,2,146,208,70,52,2,12,208,6,2016
50,50,Madhya Pradesh,Indore,95,3,269,312,86,53,3,272,312,87,2016
51,51,Madhya Pradesh,Jabalpur,71,2,118,208,57,32,2,106,208,51,2016
52,52,Madhya Pradesh,Sagar,79,1,94,104,90,30,2,146,208,70,2016
53,53,Madhya Pradesh,Ujjain,90,4,280,416,67,44,4,197,416,47,2016
54,54,Maharashtra,Akola,126,3,300,312,96,,0,0,0,0,2016
55,55,Maharashtra,Amravati,100,3,223,312,71,,0,0,0,0,2016
56,56,Maharashtra,Aurangabad,92,3,300,312,96,,0,0,0,0,2016
57,57,Maharashtra,Badlapur,125,1,75,104,72,,0,0,0,0,2016
58,58,Maharashtra,Chandrapur,111,6,744,624,119,,0,0,0,0,2016
59,59,Maharashtra,Jalgaon,103,3,308,312,99,,0,0,0,0,2016
60,60,Maharashtra,Jalna,110,2,191,208,92,,0,0,0,0,2016
61,61,Maharashtra,Kolhapur,96,3,251,312,80,,0,0,0,0,2016
62,62,Maharashtra,Latur,81,3,326,312,104,,0,0,0,0,2016
63,63,Maharashtra,Mumbai,119,2,151,208,73,,0,0,0,0,2016
64,64,Maharashtra,Nagpur,118,7,859,728,118,,0,0,0,0,2016
65,65,Maharashtra,Nashik,85,4,622,416,150,,0,0,0,0,2016
66,66,Maharashtra,Navi Mumbai,118,6,661,624,106,,0,0,0,0,2016
67,67,Maharashtra,Pune,107,3,290,312,93,,0,0,0,0,2016
68,68,Maharashtra,Sangli,83,3,339,312,109,,0,0,0,0,2016
69,69,Maharashtra,Solapur,74,2,205,208,99,,0,0,0,0,2016
70,70,Maharashtra,Thane,122,3,287,312,92,,0,0,0,0,2016
71,71,Maharashtra,Ulhasnagar,118,2,147,208,71,,0,0,0,0,2016
72,72,Maharashtra,Vasai-Virar,,0,0,0,0,,0,0,0,0,2016
73,73,Meghalaya,Byrnihat,175,1,75,104,72,,0,0,0,0,2016
74,74,Nagaland,Dimapur,122,2,192,208,92,,0,0,0,0,2016
75,75,Nagaland,Kohima,90,2,199,208,96,,0,0,0,0,2016
76,76,Orissa,Angul,97,2,210,208,101,,0,0,0,0,2016
77,77,Orissa,Balasore,85,3,258,312,83,47,3,253,312,81,2016
78,78,Orissa,Bhubaneswar,105,6,517,624,83,36,6,451,624,72,2016
79,79,Orissa,Cuttack,81,3,317,312,102,42,3,310,312,99,2016
80,80,Orissa,Kalinga Nagar,113,3,295,312,95,46,3,281,312,90,2016
81,81,Orissa,Rourkela,75,5,365,520,70,45,2,131,208,63,2016
82,82,Orissa,Talcher,105,2,212,208,102,35,5,356,520,68,2016
83,83,Punjab,Amritsar,194,3,129,312,41,,0,0,0,0,2016
84,84,Punjab,Dera Baba Nanak,89,1,98,104,94,,0,0,0,0,2016
85,85,Punjab,Dera Bassi,98,2,204,208,98,,0,0,0,0,2016
86,86,Punjab,Gobindgarh,148,5,513,520,99,,0,0,0,0,2016
87,87,Punjab,Jalandhar,,0,0,0,0,,0,0,0,0,2016
88,88,Punjab,Khanna,114,2,254,208,122,,0,0,0,0,2016
89,89,Punjab,Ludhiana,139,4,503,416,121,,0,0,0,0,2016
90,90,Punjab,Naya Nangal,91,2,183,208,88,,0,0,0,0,2016
91,91,Punjab,Patiala,106,2,232,208,112,,0,0,0,0,2016
92,92,Rajasthan,Alwar,144,3,299,312,96,,0,0,0,0,2016
93,93,Rajasthan,Jaipur,199,6,604,624,97,,0,0,0,0,2016
94,94,Rajasthan,Jodhpur,168,6,606,624,97,,0,0,0,0,2016
95,95,Rajasthan,Kota,110,6,470,624,75,,0,0,0,0,2016
96,96,Rajasthan,Udaipur,137,3,315,312,101,,0,0,0,0,2016
97,97,Tamil Nadu,Chennai,65,11,842,1144,74,,0,0,0,0,2016
98,98,Tamil Nadu,Madurai,76,3,239,312,77,,0,0,0,0,2016
99,99,Tamil Nadu,Trichy,95,5,351,520,68,,0,0,0,0,2016
100,100,Tamil Nadu,Tuticorin,175,3,251,312,80,,0,0,0,0,2016
101,101,Telangana,Hyderabad,100,10,913,1040,88,49,8,533,832,64,2016
102,102,Telangana,Nalgonda,62,2,205,208,99,35,1,9,104,9,2016
103,103,Telangana,Patancheru,78,1,106,104,102,33,3,216,312,69,2016
104,104,Telangana,Sangareddy,,0,0,0,0,,0,0,0,0,2016
105,105,Uttar Pradesh,Agra,198,6,805,624,129,,0,0,0,0,2016
106,106,Uttar Pradesh,Allahabad,195,5,532,520,102,,0,0,0,0,2016
107,107,Uttar Pradesh,Anpara,132,2,163,208,78,,0,0,0,0,2016
108,108,Uttar Pradesh,Bareily,253,2,104,208,50,,0,0,0,0,2016
109,109,Uttar Pradesh,Firozabad,223,2,212,208,102,,0,0,0,0,2016
110,110,Uttar Pradesh,Gajraula,193,2,200,208,96,,0,0,0,0,2016
111,111,Uttar Pradesh,Ghaziabad,236,2,219,208,105,,0,0,0,0,2016
112,112,Uttar Pradesh,Gorakhpur,,0,0,0,0,,0,0,0,0,2016
113,113,Uttar Pradesh,Jhansi,116,2,222,208,107,,0,0,0,0,2016
114,114,Uttar Pradesh,Kanpur,217,8,507,832,61,,0,0,0,0,2016
115,115,Uttar Pradesh,Khurja,216,2,178,208,86,,0,0,0,0,2016
116,116,Uttar Pradesh,Lucknow,214,7,692,728,95,,0,0,0,0,2016
117,117,Uttar Pradesh,Meerut,158,2,128,208,62,,0,0,0,0,2016
118,118,Uttar Pradesh,Moradabad,196,2,203,208,98,,0,0,0,0,2016
119,119,Uttar Pradesh,Noida,176,2,175,208,84,,0,0,0,0,2016
120,120,Uttar Pradesh,Raebareli,141,3,255,312,82,,0,0,0,0,2016
121,121,Uttar Pradesh,Varanasi,,0,0,0,0,,0,0,0,0,2016
122,122,Uttarakhand,Dehradun,241,3,214,312,69,,0,0,0,0,2016
123,123,Uttarakhand,Kashipur,126,1,98,104,94,,0,0,0,0,2016
124,124,Uttarakhand,Rishikesh,119,1,85,104,82,,0,0,0,0,2016
125,125,West Bengal,Asansol,211,3,295,312,95,88,1,86,104,83,2016
126,126,West Bengal,Barrackpore,106,3,305,312,98,58,3,311,312,100,2016
127,127,West Bengal,Durgapur,196,4,414,416,100,,0,0,0,0,2016
128,128,West Bengal,Faridabad,,0,0,0,0,,0,0,0,0,2016
129,129,West Bengal,Haldia,103,5,416,520,80,,0,0,0,0,2016
130,130,West Bengal,Howrah,119,3,312,312,100,69,6,519,624,83,2016
131,131,West Bengal,Kolkata,113,9,886,936,95,,0,0,0,0,2016
132,132,West Bengal,Raniganj,217,3,312,312,100,,0,0,0,0,2016
133,1,Andhra Pradesh,Anantapur,78,1,111,104,107,,0,0,0,0,2017
134,2,Andhra Pradesh,Chitoor,69,2,214,208,103,,0,0,0,0,2017
135,3,Andhra Pradesh,Eluru,74,1,112,104,108,,0,0,0,0,2017
136,4,Andhra Pradesh,Guntur,69,1,113,104,109,,0,0,0,0,2017
137,5,Andhra Pradesh,Kadapa,74,1,111,104,107,,0,0,0,0,2017
138,6,Andhra Pradesh,Kurnool,82,1,112,104,108,,0,0,0,0,2017
139,7,Andhra Pradesh,Nellore,65,1,112,104,108,,0,0,0,0,2017
140,8,Andhra Pradesh,Ongole,65,1,110,104,106,,0,0,0,0,2017
141,9,Andhra Pradesh,Rajahmundry,65,1,103,104,99,,0,0,0,0,2017
142,10,Andhra Pradesh,Srikakulam,70,1,111,104,107,,0,0,0,0,2017
143,11,Andhra Pradesh,Vijaywada,99,3,327,312,105,,0,0,0,0,2017
144,12,Andhra Pradesh,Vishakhapatnam,73,8,876,832,105,,0,0,0,0,2017
145,13,Andhra Pradesh,Vizianagaram,72,1,107,104,103,,0,0,0,0,2017
146,14,Assam,Guwahati,106,6,811,624,130,,0,0,0,0,2017
147,15,Assam,Nagaon,75,1,82,104,79,,0,0,0,0,2017
148,16,Assam,Nalbari,95,1,94,104,90,,0,0,0,0,2017
149,17,Assam,Sibsagar,81,2,193,208,93,,0,0,0,0,2017
150,18,Assam,Silchar,49,2,168,208,81,,0,0,0,0,2017
151,19,Bihar,Gaya,77,1,95,104,91,,0,0,0,0,2017
152,20,Bihar,Muzaffarpur,167,1,103,104,99,89,1,103,104,99,2017
153,21,Bihar,Patna,157,2,151,208,73,,0,0,0,0,2017
154,22,Chandigarh,Chandigarh,109,5,709,520,136,64,5,676,520,130,2017
155,23,Chattisgarh,Durg-Bhillainagar,,0,0,0,0,,0,0,0,0,2017
156,24,Chattisgarh,Korba,58,2,140,208,67,,0,0,0,0,2017
157,25,Chattisgarh,Raipur,103,2,115,208,55,,0,0,0,0,2017
158,26,Delhi,Delhi,240,9,840,936,90,101,6,402,624,64,2017
159,27,Gujarat,Ahmedabad,120,9,856,936,91,38,9,854,936,91,2017
160,28,Gujarat,Rajkot,107,2,190,208,91,37,2,189,208,91,2017
161,29,Gujarat,Surat,106,3,313,312,100,35,3,313,312,100,2017
162,30,Gujarat,Vadodara,108,5,493,520,95,36,5,493,520,95,2017
163,31,Himachal Pradesh,Baddi,172,3,263,312,84,,0,0,0,0,2017
164,32,Himachal Pradesh,Damtal,63,2,259,208,125,,0,0,0,0,2017
165,33,Himachal Pradesh,Kala Amb,119,2,305,208,147,,0,0,0,0,2017
166,34,Himachal Pradesh,Nalagarh,147,1,122,104,117,,0,0,0,0,2017
167,35,Himachal Pradesh,Paonta Sahib,84,2,269,208,129,,0,0,0,0,2017
168,36,Himachal Pradesh,Parwanoo,65,2,251,208,121,20,1,95,104,91,2017
169,37,Himachal Pradesh,Sunder Nagar,73,2,257,208,124,41,2,192,208,92,2017
170,38,Jammu & Kashmir,Jammu,149,3,261,312,84,,0,0,0,0,2017
171,39,Jammu & Kashmir,Srinagar,,0,0,0,0,,0,0,0,0,2017
172,40,Jharkhand,Dhanbad,238,3,78,312,25,,0,0,0,0,2017
173,41,Jharkhand,Jamshedpur,131,2,129,208,62,,0,0,0,0,2017
174,42,Jharkhand,Ranchi,142,1,101,104,97,,0,0,0,0,2017
175,43,Karnataka,Bangalore,92,9,772,936,82,46,7,464,728,64,2017
176,44,Karnataka,Devanagere,87,3,241,312,77,22,3,106,312,34,2017
177,45,Karnataka,Gulbarga,54,1,89,104,86,,0,0,0,0,2017
178,46,Karnataka,Hubli-Dharwad,79,2,214,208,103,35,2,189,208,91,2017
179,47,Madhya Pradesh,Bhopal,93,7,605,728,83,42,6,418,624,67,2017
180,48,Madhya Pradesh,Dewas,75,3,281,312,90,,0,0,0,0,2017
181,49,Madhya Pradesh,Gwalior,110,2,191,208,92,48,2,192,208,92,2017
182,50,Madhya Pradesh,Indore,80,3,274,312,88,44,3,191,312,61,2017
183,51,Madhya Pradesh,Jabalpur,74,2,200,208,96,23,2,198,208,95,2017
184,52,Madhya Pradesh,Sagar,70,2,118,208,57,25,2,198,208,95,2017
185,53,Madhya Pradesh,Ujjain,75,4,354,416,85,38,5,345,520,66,2017
186,54,Maharashtra,Akola,127,3,291,312,93,,0,0,0,0,2017
187,55,Maharashtra,Amravati,106,3,251,312,80,,0,0,0,0,2017
188,56,Maharashtra,Aurangabad,83,3,292,312,94,,0,0,0,0,2017
189,57,Maharashtra,Badlapur,159,1,75,104,72,,0,0,0,0,2017
190,58,Maharashtra,Chandrapur,146,6,796,624,128,,0,0,0,0,2017
191,59,Maharashtra,Jalgaon,77,3,310,312,99,,0,0,0,0,2017
192,60,Maharashtra,Jalna,101,2,186,208,89,,0,0,0,0,2017
193,61,Maharashtra,Kolhapur,90,3,273,312,88,,0,0,0,0,2017
194,62,Maharashtra,Latur,81,3,276,312,88,,0,0,0,0,2017
195,63,Maharashtra,Mumbai,151,2,175,208,84,,0,0,0,0,2017
196,64,Maharashtra,Nagpur,102,7,855,728,117,,0,0,0,0,2017
197,65,Maharashtra,Nashik,81,4,573,416,138,,0,0,0,0,2017
198,66,Maharashtra,Navi Mumbai,105,6,616,624,99,,0,0,0,0,2017
199,67,Maharashtra,Pune,102,3,261,312,84,,0,0,0,0,2017
200,68,Maharashtra,Sangli,76,3,299,312,96,,0,0,0,0,2017
201,69,Maharashtra,Solapur,64,2,193,208,93,,0,0,0,0,2017
202,70,Maharashtra,Thane,125,3,266,312,85,,0,0,0,0,2017
203,71,Maharashtra,Ulhasnagar,150,2,144,208,69,,0,0,0,0,2017
204,72,Maharashtra,Vasai-Virar,,0,0,0,0,,0,0,0,0,2017
205,73,Meghalaya,Byrnihat,174,1,104,104,100,,0,0,0,0,2017
206,74,Nagaland,Dimapur,138,2,184,208,88,,0,0,0,0,2017
207,75,Nagaland,Kohima,114,2,192,208,92,,0,0,0,0,2017
208,76,Orissa,Angul,95,2,199,208,96,46,2,199,208,96,2017
209,77,Orissa,Balasore,83,3,309,312,99,45,3,309,312,99,2017
210,78,Orissa,Bhubaneswar,91,6,498,624,80,36,6,307,624,49,2017
211,79,Orissa,Cuttack,87,3,314,312,101,43,3,310,312,99,2017
212,80,Orissa,Kalinga Nagar,126,3,251,312,80,57,3,212,312,68,2017
213,81,Orissa,Rourkela,117,6,429,624,69,42,5,334,520,64,2017
214,82,Orissa,Talcher,96,2,200,208,96,45,2,200,208,96,2017
215,83,Punjab,Amritsar,168,3,185,312,59,,0,0,0,0,2017
216,84,Punjab,Dera Baba Nanak,90,1,79,104,76,,0,0,0,0,2017
217,85,Punjab,Dera Bassi,93,2,260,208,125,,0,0,0,0,2017
218,86,Punjab,Gobindgarh,136,3,387,312,124,,0,0,0,0,2017
219,87,Punjab,Jalandhar,223,4,285,416,69,,0,0,0,0,2017
220,88,Punjab,Khanna,139,2,265,208,127,,0,0,0,0,2017
221,89,Punjab,Ludhiana,162,4,544,416,131,,0,0,0,0,2017
222,90,Punjab,Naya Nangal,91,2,246,208,118,,0,0,0,0,2017
223,91,Punjab,Patiala,102,2,117,208,56,,0,0,0,0,2017
224,92,Rajasthan,Alwar,134,3,258,312,83,,0,0,0,0,2017
225,93,Rajasthan,Jaipur,177,9,898,936,96,,0,0,0,0,2017
226,94,Rajasthan,Jodhpur,180,9,712,936,76,,0,0,0,0,2017
227,95,Rajasthan,Kota,131,6,489,624,78,,0,0,0,0,2017
228,96,Rajasthan,Udaipur,125,3,313,312,100,,0,0,0,0,2017
229,97,Tamil Nadu,Chennai,62,10,898,1040,86,32,1,83,104,80,2017
230,98,Tamil Nadu,Madurai,67,3,285,312,91,30,3,114,312,37,2017
231,99,Tamil Nadu,Trichy,86,5,479,520,92,,0,0,0,0,2017
232,100,Tamil Nadu,Tuticorin,132,3,294,312,94,,0,0,0,0,2017
233,101,Telangana,Hyderabad,108,10,988,1040,95,54,8,677,832,81,2017
234,102,Telangana,Nalgonda,60,2,171,208,82,36,1,87,104,84,2017
235,103,Telangana,Patancheru,78,1,104,104,100,31,1,68,104,65,2017
236,104,Telangana,Sangareddy,79,3,293,312,94,37,3,282,312,90,2017
237,105,Uttar Pradesh,Agra,185,6,657,624,105,124,4,425,416,102,2017
238,106,Uttar Pradesh,Allahabad,140,5,546,520,105,,0,0,0,0,2017
239,107,Uttar Pradesh,Anpara,154,2,162,208,78,,0,0,0,0,2017
240,108,Uttar Pradesh,Bareily,195,2,104,208,50,,0,0,0,0,2017
241,109,Uttar Pradesh,Firozabad,220,3,184,312,59,,0,0,0,0,2017
242,110,Uttar Pradesh,Gajraula,207,2,190,208,91,,0,0,0,0,2017
243,111,Uttar Pradesh,Ghaziabad,281,2,122,208,59,,0,0,0,0,2017
244,112,Uttar Pradesh,Gorakhpur,186,3,150,312,48,,0,0,0,0,2017
245,113,Uttar Pradesh,Jhansi,113,2,206,208,99,,0,0,0,0,2017
246,114,Uttar Pradesh,Kanpur,224,8,654,832,79,,0,0,0,0,2017
247,115,Uttar Pradesh,Khurja,209,2,184,208,88,,0,0,0,0,2017
248,116,Uttar Pradesh,Lucknow,246,8,509,832,61,102,1,74,104,71,2017
249,117,Uttar Pradesh,Meerut,153,2,108,208,52,,0,0,0,0,2017
250,118,Uttar Pradesh,Moradabad,217,2,172,208,83,,0,0,0,0,2017
251,119,Uttar Pradesh,Noida,216,2,172,208,83,,0,0,0,0,2017
252,120,Uttar Pradesh,Raebareli,141,3,224,312,72,,0,0,0,0,2017
253,121,Uttar Pradesh,Varanasi,244,5,362,520,70,,0,0,0,0,2017
254,122,Uttarakhand,Dehradun,248,3,135,312,43,,0,0,0,0,2017
255,123,Uttarakhand,Kashipur,111,1,96,104,92,,0,0,0,0,2017
256,124,Uttarakhand,Rishikesh,128,1,85,104,82,,0,0,0,0,2017
257,125,West Bengal,Asansol,163,3,312,312,100,67,1,104,104,100,2017
258,126,West Bengal,Barrackpore,90,3,312,312,100,44,1,104,104,100,2017
259,127,West Bengal,Durgapur,155,4,415,416,100,69,1,103,104,99,2017
260,128,West Bengal,Faridabad,,0,0,0,0,,0,0,0,0,2017
261,129,West Bengal,Haldia,97,4,416,416,100,35,1,104,104,100,2017
262,130,West Bengal,Howrah,110,4,416,416,100,67,4,420,416,101,2017
263,131,West Bengal,Kolkata,120,19,1972,1976,100,71,2,208,208,100,2017
264,132,West Bengal,Raniganj,147,4,414,416,100,,0,0,0,0,2017
265,1,Andhra Pradesh,Anantapur,71,4,398,416,96,34,1,47,104,45,2018
266,2,Andhra Pradesh,Chitoor,62,4,289,416,69,27,2,67,208,32,2018
267,3,Andhra Pradesh,Eluru,67,4,274,416,66,,0,0,0,0,2018
268,4,Andhra Pradesh,Guntur,49,4,257,416,62,,0,0,0,0,2018
269,5,Andhra Pradesh,Kadapa,61,5,378,520,73,28,1,20,104,19,2018
270,6,Andhra Pradesh,Kurnool,66,4,390,416,94,26,1,50,104,48,2018
271,7,Andhra Pradesh,Nellore,64,4,280,416,67,34,1,4,104,4,2018
272,8,Andhra Pradesh,Ongole,66,4,208,416,50,,0,0,0,0,2018
273,9,Andhra Pradesh,Rajahmundry,94,3,142,312,46,69,1,12,104,12,2018
274,10,Andhra Pradesh,Srikakulam,71,4,323,416,78,,0,0,0,0,2018
275,11,Andhra Pradesh,Vijaywada,77,9,657,936,70,30,3,100,312,32,2018
276,12,Andhra Pradesh,Vishakhapatnam,78,9,870,936,93,49,8,183,832,22,2018
277,13,Andhra Pradesh,Vizianagaram,65,3,308,312,99,,0,0,0,0,2018
278,14,Assam,Guwahati,112,6,806,624,129,67,2,159,208,76,2018
279,15,Assam,Nagaon,96,1,99,104,95,,0,0,0,0,2018
280,16,Assam,Nalbari,97,1,99,104,95,,0,0,0,0,2018
281,17,Assam,Sibsagar,72,2,207,208,100,,0,0,0,0,2018
282,18,Assam,Silchar,50,2,179,208,86,,0,0,0,0,2018
283,19,Bihar,Gaya,89,1,103,104,99,,0,0,0,0,2018
284,20,Bihar,Muzaffarpur,139,1,107,104,103,84,1,107,104,103,2018
285,21,Bihar,Patna,208,2,173,208,83,,0,0,0,0,2018
286,22,Chandigarh,Chandigarh,102,5,678,520,130,50,5,616,520,118,2018
287,23,Chattisgarh,Durg-Bhillainagar,84,4,346,416,83,,0,0,0,0,2018
288,24,Chattisgarh,Korba,59,2,196,208,94,19,2,103,208,50,2018
289,25,Chattisgarh,Raipur,65,2,149,208,72,,0,0,0,0,2018
290,26,Delhi,Delhi,225,9,919,936,98,121,6,362,624,58,2018
291,27,Gujarat,Ahmedabad,236,9,929,936,99,73,9,929,936,99,2018
292,28,Gujarat,Rajkot,203,2,209,208,100,64,2,209,208,100,2018
293,29,Gujarat,Surat,176,3,313,312,100,56,3,313,312,100,2018
294,30,Gujarat,Vadodara,188,5,517,520,99,60,5,517,520,99,2018
295,31,Himachal Pradesh,Baddi,164,3,377,312,121,,0,0,0,0,2018
296,32,Himachal Pradesh,Damtal,63,2,249,208,120,26,2,199,208,96,2018
297,33,Himachal Pradesh,Kala Amb,104,2,325,208,156,53,2,84,208,40,2018
298,34,Himachal Pradesh,Nalagarh,148,1,129,104,124,,0,0,0,0,2018
299,35,Himachal Pradesh,Paonta Sahib,88,2,282,208,136,51,2,161,208,77,2018
300,36,Himachal Pradesh,Parwanoo,63,2,257,208,124,13,2,84,208,40,2018
301,37,Himachal Pradesh,Sunder Nagar,84,2,266,208,128,47,2,163,208,78,2018
302,38,Jammu & Kashmir,Jammu,164,3,298,312,96,45,3,285,312,91,2018
303,39,Jammu & Kashmir,Srinagar,153,3,134,312,43,,0,0,0,0,2018
304,40,Jharkhand,Dhanbad,264,3,256,312,82,,0,0,0,0,2018
305,41,Jharkhand,Jamshedpur,129,2,182,208,88,,0,0,0,0,2018
306,42,Jharkhand,Ranchi,122,1,92,104,88,,0,0,0,0,2018
307,43,Karnataka,Bangalore,90,8,818,832,98,47,5,363,520,70,2018
308,44,Karnataka,Devanagere,44,2,198,208,95,18,2,147,208,71,2018
309,45,Karnataka,Gulbarga,55,1,59,104,57,41,1,55,104,53,2018
310,46,Karnataka,Hubli-Dharwad,75,2,209,208,100,26,2,160,208,77,2018
311,47,Madhya Pradesh,Bhopal,135,7,729,728,100,59,7,693,728,95,2018
312,48,Madhya Pradesh,Dewas,68,3,306,312,98,49,3,297,312,95,2018
313,49,Madhya Pradesh,Gwalior,134,2,166,208,80,63,2,165,208,79,2018
314,50,Madhya Pradesh,Indore,88,3,315,312,101,41,3,292,312,94,2018
315,51,Madhya Pradesh,Jabalpur,119,2,204,208,98,43,2,204,208,98,2018
316,52,Madhya Pradesh,Sagar,76,2,196,208,94,30,2,198,208,95,2018
317,53,Madhya Pradesh,Ujjain,83,4,416,416,100,34,4,284,416,68,2018
318,54,Maharashtra,Akola,72,3,318,312,102,,0,0,0,0,2018
319,55,Maharashtra,Amravati,104,3,260,312,83,,0,0,0,0,2018
320,56,Maharashtra,Aurangabad,70,3,247,312,79,,0,0,0,0,2018
321,57,Maharashtra,Badlapur,144,1,82,104,79,,0,0,0,0,2018
322,58,Maharashtra,Chandrapur,149,6,831,624,133,,0,0,0,0,2018
323,59,Maharashtra,Jalgaon,74,3,330,312,106,,0,0,0,0,2018
324,60,Maharashtra,Jalna,103,2,178,208,86,,0,0,0,0,2018
325,61,Maharashtra,Kolhapur,90,3,297,312,95,,0,0,0,0,2018
326,62,Maharashtra,Latur,95,3,317,312,102,,0,0,0,0,2018
327,63,Maharashtra,Mumbai,165,3,212,312,68,46,1,96,104,92,2018
328,64,Maharashtra,Nagpur,109,6,590,624,95,44,1,96,104,92,2018
329,65,Maharashtra,Nashik,82,5,929,520,179,,0,0,0,0,2018
330,66,Maharashtra,Navi Mumbai,71,6,595,624,95,,0,0,0,0,2018
331,67,Maharashtra,Pune,106,3,255,312,82,,0,0,0,0,2018
332,68,Maharashtra,Sangli,84,3,308,312,99,,0,0,0,0,2018
333,69,Maharashtra,Solapur,71,2,207,208,100,,0,0,0,0,2018
334,70,Maharashtra,Thane,107,3,271,312,87,,0,0,0,0,2018
335,71,Maharashtra,Ulhasnagar,123,2,164,208,79,,0,0,0,0,2018
336,72,Maharashtra,Vasai-Virar,,0,0,0,0,,0,0,0,0,2018
337,73,Meghalaya,Byrnihat,166,1,108,104,104,,0,0,0,0,2018
338,74,Nagaland,Dimapur,135,2,223,208,107,,0,0,0,0,2018
339,75,Nagaland,Kohima,105,2,222,208,107,,0,0,0,0,2018
340,76,Orissa,Angul,101,2,211,208,101,50,2,211,208,101,2018
341,77,Orissa,Balasore,86,3,312,312,100,47,3,312,312,100,2018
342,78,Orissa,Bhubaneswar,99,6,522,624,84,32,6,374,624,60,2018
343,79,Orissa,Cuttack,114,3,266,312,85,50,3,266,312,85,2018
344,80,Orissa,Kalinga Nagar,118,2,186,208,89,58,2,91,208,44,2018
345,81,Orissa,Rourkela,109,4,401,416,96,46,4,390,416,94,2018
346,82,Orissa,Talcher,111,2,208,208,100,50,2,208,208,100,2018
347,83,Punjab,Amritsar,177,2,193,208,93,,0,0,0,0,2018
